,Unnamed: 0,tweets,sentiment
588,588,"#FF my Wooftastic TWOOFS hope you have a supa dupa weekend :)
@MyPackofWolves
@Skythegsd
@helvellyn
@BennyBoygr
http://t.co/fIYPR3t2Ai",Positive
589,589,@clivewalker near enough to Dartmoor :),Positive
590,590,@buymobiles_help I'm gonna stay with the gold colour. Hopefully it will come soon. Thank you anyway :),Positive
591,591,@Taylor_Marisa Follow back ? :),Positive
592,592,@ijn_mikky yay ok!!! :D,Positive
593,593,Someday we'll know. :)),Positive
594,594,@Smiling_Girly_  U r my dii n i cant forget my Sis :),Positive
595,595,"Jgh fr. smf &amp; Ft, W/ My girl. &lt;3 :)",Positive
596,596,maybe we can get some japanese import hello kitty matching stationary :),Positive
597,597,The weekend is drawing close.  What are your plans ? :D http://t.co/ag4r421hF1,Positive
598,598,"@peterlizmaher Hi! Saw who u follow and thought u might like ""Dark"" https://t.co/aloXWsqdjh .Plz let us know what u think :)",Positive
599,599,"AND HELLO TWITTER, MY ACCOUNT IS BROKEN AGAIN :)",Positive
600,600,"Hi @NJES44, thanks for connecting. We specialise in thermal imaging surveys – here if you need us :)",Positive
601,601,@DrNomanSheikh nice :),Positive
602,602,Please follow me back @1DThisIsUs @onedirection :) x *10,Positive
603,603,Hi I want to get connected with you @koreacholics :) as I am planning to come to South Korea,Positive
604,604,@Aremay oh you and your FACTS :p,Positive
605,605,I'd planned to do a nice scamper but I slept through my alarm. For two hours. I suppose I needed the sleep so I ain't mad :),Positive
606,606,@alanessyahmad Chweina... xD  Jotzh :D Dude... go to school and don't waste your time on twitter.,Positive
607,607,@stellaandlouise hiya! Yep our show takes place completely under cover. Worth bringing coat for beforehand tho as FOH is outside :-),Positive
608,608,@nicagaray thanks!!! :))))))),Positive
609,609,@alrightPET enjoy your holiday! :D,Positive
610,610,I haven't seen that many 'menacing' since I finished JoJo :D,Positive
611,611,"@Susansuzt @SimonBedford Ta, same to you both :)",Positive
612,612,Thank you @LaurieTatum2 as always! At last I’m back on track :) Hope you have a fantastic weekend! :) http://t.co/25fUKonLoM,Positive
613,613,@cotterw @urihoresh we make it better though :-),Positive
614,614,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/1eaL6SeNnG.,Positive
615,615,@DrewJPS accepted. :),Positive
616,616,@Mhonchi_Savs  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Positive
617,617,"I have to go now guys.
Hope you enjoyed the updates :)
Bye
[Admin LuKris]",Positive
618,618,Have a lovely day yes. Stay happy. :) 😘 https://t.co/HAiMzAdnHt,Positive
619,619,What a day :),Positive
620,620,Happy birthday to my momma bear. Love you so much. ❤️ I redid this because I found the last picture from 8th grade :) http://t.co/OkxiraPwXh,Positive
621,621,@NatILY02 K I'll text you tomorrow :-),Positive
622,622,@Rosiellis im in :) x,Positive
623,623,I love u. :p https://t.co/0zr3VlB5kL,Positive
624,624,@archi7194 nice line :-) :-),Positive
625,625,Playing V.ball ATM :),Positive
626,626,Appreciate your recent Retweets ! @SebPoGo @JessicaDelpech @AlexandraJaafar  @JeanDams @raphaelcolas @bylkana Have a great Friday :),Positive
627,627,@itspatgonzales  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Positive
628,628,"""Building a product is like packing a suitcase: Plan out what you think you need. Then remove half."" Fully agree :)",Positive
629,629,@royvoragen hang-copying A TRANSLATION of Dostoevsky's Notes.. :) @kg_ubu,Positive
630,630,@AdamKuczynski a voucher for... a new bugatti? what's the value? :D,Positive
631,631,Someone loves you. I promise. :),Positive
632,632,"@_Potz_ @RobinAdamsZA @Converse ""I know a bra that knows a bra that can get this and that' :D",Positive
633,633,"@royatv @FKarsheh @RahafS #مطعم_هاشم yummy :-) 
A7la bdayt season :-) mnwreeen :-) :-)",Positive
634,634,@NativeMusic49 but I listen to jazz in my truck. :),Positive
635,635,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x34",Positive
636,636,@TvilleSocialMed can't wait to speak at #PBEvent. See you there. :),Positive
637,637,Waiting for HQ pic from today to add on to my YoonA x Hairpin = OTP collection :D http://t.co/cGGzwDM6dG,Positive
638,638,#mastership honey ! :D,Positive
639,639,@She_fantastic I paindo don't want to say #follow me :p,Positive
640,640,@IrhaAzzahraa_ @greekgodnjh sure :),Positive
641,641,@Gxbby182 awesome I await your report :D,Positive
642,642,@lyssafox20 @Manue1Jimenez throwback lol. Manny is still an asshole :)),Positive
643,643,"#BrijResidency is a G+6 stories structure with 156 units which encompasses 2 and 3 BHK Flats :D
+91 975-580-4444 http://t.co/j1lbGIg4Ll",Positive
644,644,.@sajidislam honored to have you here ! :-),Positive
645,645,@KielixTTV You know you like it :D,Positive
646,646,@Jamelyyyyy  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Positive
647,647,"@ZedDBA It was ""Currys"". They were close to home. :)",Positive
648,648,"The Clash :)) ""@prasetyoseven: Milano Calling 👌""",Positive
649,649,@ranzkyle followback po :-) :-D,Positive
650,650,"@synergymicro_ i legit am you loser, sit down and get gassed :))",Positive
651,651,All my friends 'hi I saw this dead thing and it made me think of you' aww thanks guys! :D,Positive
652,652,@DaManDJ3 speak to @andrewspenceim :-),Positive
653,653,@vinkaazzahp always for you :),Positive
654,654,@VikkFollows #StarSquad ⭐ Can I please get a follow? You are awesome! :),Positive
655,655,@dk_mok Awwww thanks :-) @GalactiChat,Positive
656,656,@evilbluebird @nicole @stevieby @ONETWENTYWATTS @aj_cfc2 @rav_bajwa @CherylynPitcher @steedy58 @SkidKidd @megan_410 Thanks news man.:) UTC,Positive
657,657,Remember that one time I didn't go to flume/kaytranada/alunageorge even though I had tickets? I still want to kms. : ) : ),Positive
658,658,@DamnTurtle1 oh good haha let me know what you think when you can :),Positive
659,659,"@bravefrontiergl thanks 4 give certainty about d problem :)
Hope u all could solve faster👊
At least now i know i dont have to hurry 4 totem",Positive
660,660,Off to somewhere later :))),Positive
661,661,Some good advice for a Friday :) http://t.co/FJUd2N7gmc,Positive
662,662,@lunglock @rhodria @joseyxneko @AnouilhUK @DavidBedwell @StupidFaceRob @QueenOfTheSonic @therealrobcook @KingRichard76 Cheers Alice! :),Positive
663,663,"@Namraeter Here you go: http://t.co/nGJ1vzhsj1, please click on the link and checkout! :)",Positive
664,664,"@GoodwynsPetFood Two dogs &amp; One Cat, all good friends :-) #GoodwynsGoodies #FreebieFriday",Positive
665,665,@FooWhiter Ugh. I've never Rt or fade any of your moaning Leeds tweets :),Positive
666,666,Looking forward to Jozi with you guys :) https://t.co/w47eY93ZIQ,Positive
667,667,@MitchFAS hello :D how are you just found after all this time i wasnt following you till now,Positive
668,668,I THINK THIS IS FROM THEIR FIFTH ALBUM IM :) OKAY :) FUCK :) https://t.co/qzT5Zsm8RE,Positive
669,669,@philconcerts may available tix pa ba ng ATL concert?? Thanks :))),Positive
670,670,"@syedmohdjunaid yeah. I have 20 coldplay songs in my playlist :p I love them. My favorites are The Scientist, Fix You, Yellow and Atlas. :p",Positive
671,671,@4eyedmonk awesome :) I'll be waiting,Positive
672,672,@chandsxc  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Positive
673,673,@luvjoyein done yein :),Positive
674,674,@yarnsbaby Haha!!! Receiving a #FF for thing on a Friday is a nice way to start the day :) xx,Positive
675,675,lol! selos :)) https://t.co/X8nV7tp9S8,Positive
676,676,"#JabongatPumaUrbanStampede

Ans.7&gt; Timely Arrival :)  

@JabongIndia",Positive
677,677,"@dreesti 
Waiter: here is your bill sir??
Customer: Ok, where is the kitchen??
:D",Positive
678,678,as the title says :D http://t.co/WhTPt07UaY,Positive
679,679,@tmart_m me too! hey it's almost time to visit the city :),Positive
680,680,So you can keep me inside of pocket of ur wripped jeans :),Positive
681,681,@soot1978 How beautiful they are!!! :),Positive
682,682,@iloveseika well haha :D,Positive
683,683,"@JessStewart1 @CelebrityCruise @ade_rob  I love Connie,  she's a fabulous ship with an amazing crew and staff. Have a great time :-)",Positive
684,684,@iSweetan Hi Sweetan! It's best to ask @tristanpope :) Have great day and have fun filming!,Positive
685,685,"@BBosold 
nope :-)",Positive
686,686,"@UmiAmaiOfficial That's ok, thanks for following me too. :)",Positive
687,687,@_edmce my mum has been begging me to watch sopranos! i'll watch that too :-),Positive
688,688,@KidXSA Follow back please :),Positive
689,689,"@Vivienneclore oh, the fun. :)",Positive
690,690,@BigBraMan That's great to hear :D,Positive
691,691,I also #FF #Ukraine :),Positive
692,692,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x33",Positive
693,693,@ollyofficial follow me please Olly :),Positive
694,694,"This is so beautiful :) via disney.arts by the talented elmoprinssi  :)
_ 

Don't forget to… https://t.co/UwsFDaeyzB",Positive
695,695,Bit tired from 3 hours of salsa dancing @LatinMotion last night but definitely worth it. Happy Friday everyone :-),Positive
696,696,@PiperDonut thanks haha but i only tell the truth to you :):):),Positive
697,697,@blossominglou yes pls :))),Positive
698,698,I have gotten at least 3 hours of sleep on the past 4-6 days so the rest of the week should be interesting :) :3 ;),Positive
699,699,@CCBMLov Thank you. : ),Positive
700,700,Check out my bro @13Mesh 2nd blogiversary! Many more awesome reviews to come :D ... http://t.co/a5xIGzTueL,Positive
701,701,With the top cutie of Bohol :) https://t.co/Jh7F6U46UB,Positive
702,702,@_ayeayecaptain  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Positive
703,703,@BrizzleLass This is briliant. Was literally just having a conversation about post v email when I saw this :),Positive
704,704,"@ansriram they key word here is ""annual"". Haven't read anyone writing about that :)",Positive
705,705,"A very productive day so far :) Happy Days...!!  :) :) but my head is spinning with things, those voices keep calling..!!! Lol 󾌴",Positive
706,706,@vaninatwilight Yeheyy! thank you so much Pinya!! :) whoooah for the win,Positive
707,707,"Good morning dear friends &lt;3 Listen to ""I am trance lover"" and enjoy :D Happy Friday &lt;3 http://t.co/W7X6ewgfj6",Positive
708,708,What was your favorite subject in school? — PHYSICS :))))))) http://t.co/h8wqtuoP8T,Positive
709,709,@LilyTins congrats :) good news heading into the weekend!,Positive
710,710,"@IzabelaCoolCat_ Take my head, I stopped having them. :)",Positive
711,711,@Komal_Indian @SocialitePanda #ब doesn't matter. Jungle can accommodate both :-),Positive
712,712,"@nejcsvete hi! On our shouting out list you are one of the best, what's your secret behind this?:)@AdeccoWaytoWork #SandroForCEO #CEO1Month",Positive
713,713,@YouTubeActus Swag :D,Positive
714,714,Wait till it's my turn to go mia :-),Positive
715,715,@KjorObbinsL @wideglide96 @vivijo86 @beingsomebody11 @sophlicious84 @shaymc3796 @ShaymcSharon @ParaJanitor @kelseabellum  thanks :),Positive
716,716,"Having a lovely time 'going with the flow' on this #workinprogress. I love choosing colours :)
Just a… https://t.co/13N3WlaWmq",Positive
717,717,@ryan_landreth    No! I love Finnigan :) #Be loyal to my Royal!,Positive
718,718,Fotoset: reusful: seems like somebody had fun today :D http://t.co/jay6beUsFd,Positive
719,719,@MiyaOliva I love you :-),Positive
720,720,"Quit it :)""@_uNeo: You selling it too @Dented_Deni @_uNeo You too young to understand muntu""",Positive
721,721,"Another gem from today, Falcos cool too :) #supersmash https://t.co/EOydn5TLKr",Positive
722,722,@DeniseDenise__  Good morning #hotnsexy girl. Have an amazing #friskyfriday on the beach :D,Positive
723,723,@JonsCrazyTweets You are very welcome! :D,Positive
724,724,@TheYingster @cristianavai3 @AFCGraMaChroi @Goonerlover69 @iWaveBack Lol it's very tiring being this good looking. :),Positive
725,725,@chrisjarvis213 Wrong Turn 6 it was amazing movie :)),Positive
726,726,@LeeCash Glad to hear that's back! If you see anything else crop up let us know :-) ^BA,Positive
727,727,kill :) me :) http://t.co/5kon9Txmf6,Positive
728,728,@bryanteslava how are those pics of Nash coming out? :),Positive
729,729,"@saneliur I make sure to always have tissues, chocolate and tea for every #Hannibal episode :) It just doesn't work any other way for me :)",Positive
730,730,Contact us today and we'll get you out of the city into a 'hotbed' in a bush somewhere :) #ClassicAssures,Positive
731,731,@AguilerArmenia Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),Positive
732,732,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/UAIOTsdqvG.,Positive
733,733,@Aditi_SoSaree glad that you liked . Check some more nice stuff at #WSaleLOve :) @WforWoman,Positive
734,734,@ChaSilveo  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Positive
735,735,We are thrilled to be on our first international assignment as aerial camera operators....Wales here we come #Boom : ) Never forget to smile,Positive
736,736,"Friday Night in Hong Kong... On the Ferry to ""Central"" to meet new girlfriends for an after-work drink  :-)
....... http://t.co/j9oH0pJSfr",Positive
737,737,Family time :D (at Dj Resto) — https://t.co/hjAiIIsq2S,Positive
738,738,Good morning :)) — drinkt koffie,Positive
739,739,"@WforWoman 
A6. If I was a Girl,
My Wardrobe would only and only have ""W"" in it :))
#WSaleLove",Positive
740,740,@purplestar420 Is that Stargate Atlantis? Such a cool show :),Positive
741,741,Great! Muaahhh :))) https://t.co/CZfjnK8IfU,Positive
742,742,@seashoponline ohh. Hii :) haha. thanks for the info. I'll check again. 🙈 or maybe di nagsend yung order form ko &lt;/3 haha thanks ulit :),Positive
743,743,@Little_Nells happy birthday :)🎉🎈,Positive
744,744,There is no TRUST without 'us' but there is no UGLY without 'u' :-),Positive
745,745,"Leggete qui per la chat Larry :)
-Mar http://t.co/gEj5b3qPqS",Positive
746,746,@louliveswell Have you encouraged your employer on board (http://t.co/sczAWaxEW0) or stuck a poster up (http://t.co/J024E6Dwvk)? :),Positive
747,747,@hectorparr0123 @hackadayio Sticker came with my sponsor prize for @HackadayPrize entry http://t.co/BnyB8BteW3. The tablet is my own :).,Positive
748,748,@Real_Liam_Payne goodnight liam ! I hope you had a fantastic day today (: sweet dreams baby I love you will all of my heart :D xx.,Positive
749,749,"@Chewy_Lemon Oh yeah, because Milo, Aurini and Juicebro are the fucking pillars of their respective communities. :D",Positive
750,750,Yeah boii! Look what arrived in the post this morning! The latest #SmashingBook5 it's my new bible :D @smashingmag http://t.co/1E7cfAtEVd,Positive
751,751,Ill be better soon. :) — feeling sick,Positive
752,752,"@Dorky06 LAMO , At first i will fangirl so hard .. then i'd love to share you some platonic pics :D JUST YOU KNOW FOR SCIENCE",Positive
753,753,Morning........it's FRIDAY!  Happy Friday beautiful people :)  #Smile,Positive
754,754,@mr__cooke @CCWeekUK Thank you! We're set to have another great day supporting the #community &amp; helping #residents :-) #servicewithasmile,Positive
755,755,@calllmejay_ sounds good to me :) I'll see you Saturday ✨,Positive
756,756,Live night with two fams :) #bloodline #huskies,Positive
757,757,@CorderMrs you're welcome :),Positive
758,758,The picture I'd like to see in my obituary advert :) #goofingaround #madness #mad #bollywood… https://t.co/7tyUragh2H,Positive
759,759,@WhirlpoolBathUK lovely giveaway! :) #FreebieFriday,Positive
760,760,@roofbsuzy @roofyuna @roofsinb @roofchaelin @roofaim @roofjackson  dah move on :)),Positive
761,761,"There's nothing as cool as being totally over someone, No bitterness, anger or hatred towards them. Just pure indifference :)",Positive
762,762,when u wake up at 4 AM and the suite life of Zach and Cody is on :))))!!!!!!,Positive
763,763,"@rich_bartram29 Oh, didn't know :) But yes, you can have an order delivered to your work address, once it's added to your address book ^AC",Positive
764,764,Achieving excellence in Music as a Music Producer is a Mind Boggling &amp; Fatiguing Job... Baareeq... :) :) :),Positive
765,765,@bexlittle @AlisonWright8 @lindyrendy @Cloud2ltd @DotNetSolutions love it thanks for sharing :),Positive
766,766,@Kkiimmeenngg  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Positive
767,767,@mobiadage @GameDevRobot my #gamedev is a hobby :),Positive
768,768,@AvantikaSeeth @mandisatweets @santherlabelle yes yes yes... I am in :),Positive
769,769,"Thank you :) ""@Clicks_SA: Tweenie_Fox Hi, please click here for a list of our hair accessories &amp; products http://t.co/dunT1DuopC""",Positive
770,770,Sometimes you're just tamang hinala. :) https://t.co/blnolTbXEY,Positive
771,771,@RoyalMail I'm following now :),Positive
772,772,"@wonkASSLILO hello babe, you got Niam access?? Could I give you something for a ship dm with them ? :)",Positive
773,773,Selfieeeee :) https://t.co/R9soIqZXYZ,Positive
774,774,"Especially for three of you, LASS :) w/ Aling http://t.co/aRwmTLsFZr",Positive
775,775,Hi #Gorgeous @TillieModel have  a nice swim with your sis!! Can I get a #Birthday shout out please it would make my day?? #Perfection :) xx,Positive
776,776,@Linduhhh9 @doloresssvee there it is haha hope I don't got work tho.. Bout to quit if I do :p,Positive
777,777,"@77kaylee77 goodbye, don't forget that it was feminists that fought for your right to act like a snobby little bitch :-) goodnight!!!!",Positive
778,778,@JamieForevs  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Positive
779,779,"CAROLINE, Caroline all the guys say she's mighty fine 🔥 I threw up a little making this :-)) HBD ❤️ @Carolineking0 http://t.co/ttPeupXf44",Positive
780,780,@FC_TEAMJK3T follback :),Positive
781,781,Time for jogging :p,Positive
782,782,@GET_TUDA_CHOPPA from all over the place I hope :) I’m a pro at remote work AND traveling ;),Positive
783,783,Newly listed in my EBay store :-)... http://t.co/Ee1j2ohmgu,Positive
784,784,The new #disneyinfinity #starwars characters look amazing preorder the starter pack in store today :D http://t.co/sbbmbDR6us,Positive
785,785,@Parulcoolthougs I'm here if you want to talk :),Positive
786,786,I always tweet hit me or snap me... no one ever does but its worth a try :),Positive
787,787,The homies bought me skins for my bday :D,Positive
788,788,@awadkum - Just chant Jai Italy 100/times fast. :)) @BJP4India @AmitShahOffice @narendramodi,Positive
789,789,"Heeeeyyy. Can all of you follow my fan account? @KINGT0MLINS0N 

Thank you! :)",Positive
790,790,@leonrestaurants in the UK :),Positive
791,791,@JEDIEV11 thank you!! :D,Positive
792,792,@Blahkumaran woah! nice nice!! :-),Positive
793,793,@cuteHiddlesmile u are welcome :-) ♥,Positive
794,794,@lucahollic good and you ? :),Positive
795,795,And here's @mayankw14's ★★★★ review: http://t.co/wNVIPDDRe6 Phew! We're literally overwhelmed. :),Positive
796,796,@PatoFer222 Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),Positive
797,797,"@Anaateresaa_ you &amp; the baby😊😊😊 next time , it's my house ! I have it whenever :)",Positive
798,798,"@TfLWaystoPay got it, thanks g :)",Positive
799,799,@jonathanhobbs71 Have you encouraged your employer on board (http://t.co/sczAWaxEW0) or stuck a poster up (http://t.co/J024E6Dwvk)? :),Positive
800,800,@MsKristinKreuk Hugs ang Kisses from the philippines :),Positive
801,801,I've entered to WIN a huge @BlueMicrophones package from @CazuaLLUK &amp; @Marzbargaming :) ENTER HERE: https://t.co/yRlT7jltqP #Giveaway,Positive
802,802,"@Jim_Edwards yes, it works now :)",Positive
803,803,@reyes_reynaldoz  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Positive
804,804,"Hi @BridgeHouseThel , great to connect. We specialise in thermal imaging surveys – here if you need us :)",Positive
805,805,@juanchavarin52 @taliagarcia__ yeah so you can bruise my rib again :-),Positive
806,806,@PallaviRuhail @BhaktisBanter #FlipkartFashionFriday 😀😁😂😃😄😅😉 No No won't give dear don't worry :),Positive
807,807,#TombRaider #hype thought you might like this @MelonieMac :D http://t.co/aXxprx1PRz,Positive
808,808,Oh Me Oh Me Oh my its #TheJuiceInTheMix @POTUS rela @talliaoyando in the building :) @HomeboyzRadio @DJBashKenya,Positive
809,809,Low priority match :) hahaha,Positive
810,810,@dxuntlesslarry fback? :),Positive
811,811,@HelpingGroupDms I want Harry Dm bc I wanna give a surprise to my friend for her birthday. I just wanna make her happy :),Positive
812,812,Is now not an opportune time 2 collapse chaotic Cosas? &lt;--- note the alliteration :-)  @NomalangaSA @barrybateman @AndileMlondo,Positive
813,813,@sungjookxm going well oppayaa! How's yours? :D,Positive
814,814,"@khalidALSALEM @Azizsm_ we did our best, as you want body :)",Positive
815,815,#NatGeo new show U can't lick ur elbow. .seems interesting....:),Positive
816,816,Stats for the day have arrived. 7 new followers and NO unfollowers :) via http://t.co/C6u8lINDwD.,Positive
817,817,“@MileyCyrus: Emu is stoked thank you :) http://t.co/l5Xyt9EM6G” @creampuffshinee,Positive
818,818,Woke up yo @trentowers fav' my tweet this made my day :))) now just @luketurner89 😂😂 http://t.co/oGw5sVij7G,Positive
819,819,"Remember, you don't need people's approval when you have God's approval. :-)",Positive
820,820,and jisung is the kid sunshine :)  https://t.co/LBjXDWIAPE,Positive
821,821,@TheLlamaverse mm okay thanks! :),Positive
822,822,@noodles78 Message us right here Nicola and we can forward this on :) Brighten up our day :D Helen,Positive
823,823,@_dreyaniks  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Positive
824,824,@sunofsides CONGRATS :),Positive
825,825,@gunnersx4 Hi Brian I'll  get it shipped today for you and it can take between 2-3 weeks to Australia. Many thanks :) http://t.co/IBoe0e1aXt,Positive
826,826,@JanPrince63 @AWonderBall was good fun at the time but the ol' bones are now a creaking :),Positive
827,827,"@Mokhenerale Eh abUtI, WelcOmE to TweetLand.....Lol :p",Positive
828,828,@davidc79 thx! And Android support in by Xmas :),Positive
829,829,@phedran A great Skyblock stream too. :),Positive
830,830,this is why im standing and always being a Belieber :) its all bcause of him @justinbieber 2009 until Die :),Positive
831,831,"@BOHEffy I am streaming now on Twitch Join :D
http://www/twitch.tv/lockedbeast1",Positive
832,832,@BRBCODY it was a.. sympathy laugh :),Positive
833,833,@huskar_nana who would you like? :) xo,Positive
834,834,@DrtyChimichanga Awesome! :D,Positive
835,835,@kimtaaeyeonss unnieeee!!!:),Positive
836,836,Tonight is the Night ... :) #nuka #penacova #djset #free #EDM #kizomba #latinhouse #HouseMusic #portugal2015 #summer http://t.co/m5WqWKfqs3,Positive
837,837,@moonlight69 well you're in for a wild ride &gt;:D,Positive
838,838,"@TokyoTantra Hahaha tell me anytime you wanna taste it! oh, with yer address to send it :)",Positive
839,839,@mtnza @mtn8 thanks team yellow :) #MTN8,Positive
840,840,@Acsxy Maganda. You look very pretty with short hair. cute. :D,Positive
841,841,"@MistressSaphire Good morning to you, gorgeous Mistress Saphire :)",Positive
842,842,"@Aware_GinGi I'm at work and I'm busy, so I will help you once I finish and im at home :)",Positive
843,843,"Thanks to amazing 4000 Followers on Instagram
If you´re not among them yet,
feel free to connect :-)... http://t.co/ILy03AtJ83",Positive
844,844,Coconut Sambal Mussels Recipe :-) http://t.co/FSfkpOwTpS,Positive
845,845,Thanks Kalin :) http://t.co/ihELksfJjT,Positive
846,846,"Follow @JaHz73 on Mixcloud :)

https://t.co/HviVk8rMmp",Positive
847,847,@L0MLHES fback? :),Positive
848,848,@implodingpika Thankyou ! Greetings from Australia :),Positive
849,849,"@MIKEYGEE110 I cant work out if this is sarcasm or not :), i know some Chelsea supports think hes useless but when he comes on he does ok.",Positive
850,850,@IBePyari follow back :),Positive
851,851,@aubreysablan I come back next Thursday!! We can still hang out :-) hehe she said hi love u,Positive
852,852,@shaunamanda2012 Benson is gorgeous!! Thank you so much for sharing him with us :) You can also enter on our Facebook too...,Positive
853,853,@ItsLukeEv you look a solid 16/17 :),Positive
854,854,Great night! :D,Positive
855,855,@primavera_bella 30°C 😜 so we just should change for few days and all is good :))),Positive
856,856,Add me on Snapchat - MaryHicks18 #snapchat #kikmeboys #photooftheday #fuck #chat #musicbiz #sheskindahot :) http://t.co/plFpD86iEq,Positive
857,857,"""fleekile mbalula"", he said. i repeat, i love my south africa. :)",Positive
858,858,when your friend is making fun of the fact that your mexican so you hurt his feelings that'll leave him scarred for life :),Positive
859,859,@SophiaDelPizzo it's my office today :),Positive
860,860,@jeremygutsche we like this amazing donut recipe! we share with #foiegras lovers! :),Positive
861,861,Despite the weather today the wedding is going to be beautiful :),Positive
862,862,Where Was Tony Stark? :) - From Incredible Tony Pictures http://t.co/uwhGYM0BWb http://t.co/pHp6OcHlXH,Positive
863,863,To sit and write poems or stories that's been bubbling in my head~ :),Positive
864,864,Last night :))) http://t.co/8EDHMc2tiJ,Positive
865,865,@EmilySmith_91 Dale send a billion kiss to her :) Have a magical day!,Positive
866,866,@mcllary That might work :) Have a great weekend. \OP,Positive
867,867,"Smile, it's #friday :) #TGIF #weekend http://t.co/L6KxKEAl75",Positive
868,868,i will not cast my vote in next elections :) #JCReport,Positive
869,869,@PebbleHelp Have done! Thank you for your tweet :),Positive
870,870,"@JILLCLARK1808 @BigAl_lfc @SuePeace1 @michell47881905 @Bevanns @susanhorgan1 Oh piggin just go will yer, give us some peace :)",Positive
871,871,@alElizabeth Appreciate the follow :) have you heard of our botanical soaps?,Positive
872,872,@Ashton5SOS @5SOS love u 2 :-),Positive
873,873,Late upload. Freshly done/3weeks old healed. :),Positive
874,874,@Im_MsKittenns oh. I was in bed haha. I can't sleep though. My day was too exciting :),Positive
875,875,@TOBMAST3R @inspchin @koeitecmoeurope @TanikoHorigome @GoldxFierce @Kronin1 @Addictrian @chako33 @MatthewRumple thx Tobi-bro! :D,Positive
876,876,@nikimcglynn How good is that! I think it was my first ISP too! :),Positive
877,877,@tessasmith4evr @BlueBellEMS we'll steel some from the @BlueBellEMS next Wednesday and see what it's like!:),Positive
878,878,hey there :),Positive
879,879,"@camerondallas definitely loves making people smile cause I swear since I met him earlier, I haven't stopped smiling :) i love you cam 😭❤️",Positive
880,880,"@SabihaMahmoud ... except for her Lord, masha'Allah :)",Positive
881,881,@NeilWhoreAnn some French fans made a movie about the WWAT in France last year with our videos and photos :),Positive
882,882,"@max_pen1 It has been fixed, thanks for your feedback :)",Positive
883,883,Thanks to everyone who came to the stream :D Hope you guys enjoyed. Night all!,Positive
884,884,@siddichan @Twitch YAAAAAAAAY thx :),Positive
885,885,Looking forward to reviewing ours :-)  https://t.co/y8SUBXjqXk,Positive
886,886,Thank you Beiruting :),Positive
887,887,@coolkidsftnjh fback? :),Positive
888,888,Thanks for updating your profile page @AlexaPoppe :-)  http://t.co/JK3NSXIRMe,Positive
889,889,Lovely coffee :) @CoffeesToGo1,Positive
890,890,Here's a cute panda to make your day! :) http://t.co/zCaWqrjSvr http://t.co/FuZNhjGWD7,Positive
891,891,@x0lovestephi thank you eonnie :)),Positive
892,892,"@stokebrisbane Hi! Saw who u follow and thought u might like ""Dark"" https://t.co/CFl0s5hwWw .Plz let us know what u think :)",Positive
893,893,@Polished_teeth my favourite too! :) @ciatelondon Cream Soda :),Positive
894,894,"I love my body, when it's fuller, and shit, even when it's not lol. I'm just happy to be healthy :) happy to be happy.. 💓",Positive
895,895,Rettweet :-) http://t.co/l6T0rx7bEf,Positive
896,896,@DianaaOrtizz the real MVG (MOST VALUABLE GIRLFRIEND) for staying up with me till the Madrid game starts :-),Positive
897,897,@OLX_OHayoung96 sore ya :),Positive
898,898,"@tmhcuddly I'm so excited, we should definitely meet up :)",Positive
899,899,@morriskid are you coming to Bergerac?  Have the first team left any u21's I'd know of? #checking for chants :-),Positive
900,900,@rizwanism :) just a choice of food. Left to the individuals.,Positive
901,901,@VickiCartagena The episode is excellent so far.:-) I love Adam Beach's movies &amp; shows.I'm looking forward to seeing Suicide Squad next year,Positive
902,902,"Growing very fond of Christopher, didn't like him initially because he was cocky and didn't really prove it but his attitude's improving :D",Positive
903,903,@GlenOcsko sounds good! Can you DM me your email address? Will suggest some dates for a coffee! :),Positive
904,904,@forlodge1 It is indeed - many thanks :-),Positive
905,905,Just smile even your in Pain :) http://t.co/AxTiqf0xek,Positive
906,906,Hi happys!!:) http://t.co/AGiLlxJdbi,Positive
907,907,"Funny. Intelligent, strong and funny. Just funny... :-) https://t.co/IqJwYRF52C",Positive
